# Generated with dmote-topography, version 0.3.0. Arguments:
# --x-mu 10 --x-sigma 35 --y-mu 90 --y-sigma 45 --hardness 0.5 --lift 0.2
  0.00  20.89  26.38  29.71  32.08  33.90  35.37  36.58  37.60  38.48  39.23  39.87  40.43  40.90  41.31  41.65  41.94  42.16  42.34  42.47  42.56  42.60  42.61  42.57  42.51  42.40  42.27  42.11  41.91  41.69  41.45  41.17  40.88  40.57  40.23  39.88  39.51  39.12  38.72  38.31  37.88  37.45  37.00  36.54  36.08  35.61  35.14  34.66  34.18  33.70  33.21  32.73  32.25  31.76  31.28  30.80  30.33  29.86  29.39  28.93  28.47  28.02  27.57  27.13  26.70  26.27  25.85  25.44  25.03  24.63  24.24  23.85  23.47  23.10  22.73  22.37  22.01  21.66  21.31  20.96  20.61  20.26  19.92  19.57  19.22  18.86  18.49  18.11  17.72  17.30  16.86  16.38  15.86  15.27  14.59  13.77  12.73  11.29   8.94   0.00
  0.00  21.46  27.10  30.52  32.96  34.83  36.34  37.58  38.63  39.53  40.30  40.97  41.54  42.03  42.44  42.79  43.08  43.31  43.50  43.63  43.71  43.76  43.76  43.72  43.65  43.54  43.39  43.22  43.02  42.78  42.53  42.24  41.94  41.61  41.26  40.89  40.50  40.10  39.68  39.25  38.80  38.35  37.88  37.41  36.93  36.44  35.94  35.45  34.95  34.44  33.94  33.43  32.93  32.43  31.93  31.43  30.93  30.44  29.96  29.48  29.00  28.53  28.07  27.61  27.16  26.72  26.28  25.86  25.43  25.02  24.61  24.21  23.82  23.43  23.05  22.68  22.31  21.94  21.58  21.22  20.86  20.51  20.15  19.79  19.43  19.06  18.69  18.30  17.90  17.47  17.02  16.54  16.01  15.41  14.72  13.89  12.84  11.38   9.01   0.00
  0.00  22.03  27.83  31.34  33.84  35.76  37.31  38.59  39.68  40.60  41.39  42.07  42.66  43.16  43.58  43.94  44.24  44.48  44.66  44.79  44.88  44.92  44.92  44.87  44.79  44.68  44.53  44.34  44.13  43.89  43.61  43.32  43.00  42.65  42.29  41.90  41.50  41.08  40.64  40.19  39.73  39.25  38.77  38.28  37.77  37.27  36.75  36.23  35.71  35.19  34.66  34.14  33.62  33.09  32.57  32.05  31.54  31.03  30.52  30.03  29.53  29.04  28.56  28.09  27.62  27.16  26.71  26.27  25.83  25.40  24.98  24.57  24.16  23.76  23.37  22.98  22.60  22.22  21.85  21.48  21.11  20.74  20.38  20.01  19.64  19.26  18.88  18.48  18.07  17.64  17.18  16.69  16.15  15.54  14.84  14.01  12.94  11.48   9.08   0.00
  0.00  22.61  28.56  32.16  34.73  36.71  38.30  39.62  40.73  41.67  42.49  43.18  43.79  44.30  44.74  45.10  45.40  45.65  45.83  45.97  46.05  46.09  46.08  46.04  45.95  45.83  45.67  45.47  45.25  44.99  44.71  44.40  44.07  43.71  43.33  42.92  42.50  42.07  41.61  41.14  40.66  40.17  39.66  39.15  38.63  38.10  37.56  37.02  36.48  35.94  35.39  34.85  34.30  33.76  33.22  32.68  32.15  31.62  31.09  30.57  30.06  29.56  29.06  28.57  28.08  27.61  27.14  26.68  26.23  25.78  25.35  24.92  24.50  24.08  23.68  23.28  22.88  22.49  22.11  21.73  21.35  20.98  20.60  20.22  19.84  19.46  19.06  18.66  18.24  17.80  17.34  16.84  16.29  15.67  14.97  14.12  13.04  11.56   9.15   0.00
  0.00  23.19  29.29  33.00  35.63  37.66  39.29  40.65  41.79  42.76  43.59  44.31  44.92  45.45  45.90  46.27  46.58  46.83  47.02  47.15  47.23  47.27  47.26  47.21  47.12  46.99  46.82  46.62  46.38  46.11  45.82  45.49  45.14  44.77  44.37  43.95  43.52  43.06  42.59  42.10  41.60  41.08  40.56  40.02  39.48  38.93  38.38  37.82  37.26  36.69  36.12  35.56  34.99  34.43  33.87  33.31  32.75  32.21  31.66  31.12  30.59  30.07  29.55  29.04  28.54  28.05  27.56  27.09  26.62  26.16  25.71  25.27  24.83  24.41  23.99  23.57  23.17  22.77  22.37  21.98  21.59  21.20  20.82  20.43  20.04  19.65  19.25  18.83  18.41  17.96  17.49  16.98  16.42  15.80  15.08  14.22  13.14  11.65   9.22   0.00
  0.00  23.78  30.04  33.84  36.54  38.62  40.30  41.69  42.86  43.85  44.71  45.44  46.07  46.61  47.07  47.45  47.77  48.02  48.21  48.35  48.43  48.46  48.45  48.39  48.29  48.16  47.98  47.77  47.52  47.24  46.93  46.59  46.23  45.84  45.43  44.99  44.54  44.06  43.57  43.06  42.54  42.01  41.46  40.91  40.34  39.77  39.20  38.62  38.03  37.45  36.86  36.27  35.68  35.10  34.52  33.94  33.36  32.80  32.23  31.67  31.12  30.58  30.05  29.52  29.00  28.49  27.99  27.50  27.01  26.54  26.07  25.62  25.17  24.73  24.29  23.87  23.45  23.04  22.63  22.22  21.83  21.43  21.03  20.64  20.24  19.83  19.42  19.00  18.57  18.11  17.63  17.12  16.55  15.92  15.20  14.33  13.24  11.73   9.28   0.00
  0.00  24.37  30.79  34.68  37.46  39.59  41.31  42.73  43.93  44.96  45.83  46.59  47.23  47.79  48.25  48.65  48.97  49.22  49.41  49.55  49.63  49.67  49.65  49.59  49.48  49.34  49.15  48.93  48.67  48.38  48.06  47.70  47.32  46.92  46.49  46.04  45.56  45.07  44.56  44.03  43.49  42.94  42.37  41.80  41.21  40.62  40.02  39.42  38.81  38.21  37.60  36.99  36.38  35.77  35.17  34.57  33.98  33.39  32.80  32.23  31.66  31.09  30.54  30.00  29.46  28.93  28.41  27.90  27.40  26.91  26.43  25.96  25.50  25.04  24.60  24.16  23.73  23.30  22.88  22.47  22.06  21.65  21.24  20.84  20.43  20.02  19.60  19.17  18.73  18.26  17.77  17.25  16.68  16.04  15.31  14.43  13.33  11.81   9.34   0.00
  0.00  24.97  31.55  35.54  38.38  40.57  42.33  43.79  45.02  46.07  46.97  47.74  48.40  48.97  49.45  49.85  50.17  50.43  50.63  50.77  50.85  50.88  50.86  50.79  50.68  50.52  50.33  50.10  49.83  49.52  49.19  48.82  48.43  48.01  47.56  47.09  46.60  46.09  45.56  45.01  44.45  43.87  43.29  42.69  42.08  41.47  40.85  40.23  39.60  38.97  38.34  37.71  37.08  36.45  35.82  35.20  34.59  33.98  33.37  32.78  32.19  31.61  31.03  30.47  29.92  29.37  28.84  28.31  27.79  27.29  26.79  26.30  25.83  25.36  24.90  24.45  24.00  23.56  23.13  22.71  22.29  21.87  21.45  21.04  20.62  20.20  19.77  19.33  18.88  18.41  17.91  17.38  16.80  16.15  15.41  14.53  13.41  11.88   9.40   0.00
  0.00  25.57  32.31  36.40  39.31  41.56  43.36  44.86  46.12  47.19  48.11  48.91  49.58  50.16  50.65  51.06  51.39  51.66  51.86  51.99  52.07  52.10  52.08  52.00  51.89  51.72  51.52  51.28  51.00  50.68  50.33  49.95  49.54  49.10  48.64  48.15  47.64  47.11  46.56  45.99  45.41  44.81  44.21  43.59  42.96  42.33  41.68  41.04  40.39  39.74  39.08  38.43  37.78  37.13  36.48  35.84  35.20  34.57  33.95  33.33  32.72  32.12  31.53  30.95  30.37  29.81  29.26  28.72  28.18  27.66  27.15  26.65  26.15  25.67  25.20  24.73  24.27  23.83  23.38  22.95  22.51  22.08  21.66  21.23  20.81  20.37  19.94  19.49  19.03  18.55  18.05  17.51  16.92  16.27  15.52  14.62  13.50  11.96   9.45   0.00
  0.00  26.18  33.08  37.27  40.25  42.55  44.40  45.93  47.23  48.33  49.27  50.08  50.77  51.37  51.87  52.28  52.62  52.89  53.09  53.23  53.31  53.33  53.31  53.23  53.10  52.93  52.72  52.46  52.17  51.84  51.48  51.08  50.66  50.20  49.72  49.22  48.69  48.14  47.57  46.98  46.38  45.76  45.13  44.49  43.84  43.19  42.52  41.85  41.18  40.51  39.83  39.16  38.48  37.81  37.14  36.48  35.82  35.17  34.52  33.89  33.26  32.64  32.03  31.42  30.83  30.25  29.68  29.12  28.57  28.03  27.50  26.99  26.48  25.98  25.50  25.02  24.55  24.08  23.63  23.18  22.74  22.30  21.86  21.43  20.99  20.55  20.10  19.65  19.18  18.69  18.18  17.63  17.04  16.37  15.62  14.71  13.58  12.03   9.51   0.00
  0.00  26.80  33.85  38.14  41.20  43.55  45.45  47.02  48.34  49.47  50.43  51.26  51.97  52.58  53.09  53.51  53.86  54.13  54.34  54.48  54.55  54.58  54.54  54.46  54.33  54.15  53.93  53.66  53.36  53.02  52.64  52.23  51.79  51.31  50.82  50.29  49.74  49.18  48.59  47.98  47.35  46.72  46.07  45.40  44.73  44.05  43.37  42.67  41.98  41.28  40.58  39.89  39.19  38.50  37.81  37.12  36.44  35.77  35.10  34.44  33.79  33.15  32.52  31.90  31.29  30.69  30.10  29.52  28.96  28.40  27.86  27.33  26.80  26.29  25.79  25.30  24.82  24.34  23.87  23.41  22.96  22.51  22.06  21.62  21.17  20.72  20.27  19.80  19.33  18.83  18.31  17.75  17.15  16.48  15.71  14.80  13.66  12.10   9.56   0.00
  0.00  27.41  34.64  39.03  42.15  44.56  46.50  48.11  49.46  50.62  51.61  52.45  53.18  53.80  54.32  54.75  55.11  55.38  55.59  55.73  55.81  55.83  55.79  55.70  55.56  55.37  55.14  54.87  54.55  54.20  53.80  53.38  52.92  52.43  51.92  51.37  50.81  50.22  49.61  48.98  48.34  47.68  47.00  46.32  45.62  44.92  44.21  43.50  42.78  42.06  41.34  40.62  39.90  39.18  38.47  37.76  37.06  36.37  35.68  35.00  34.33  33.67  33.02  32.38  31.75  31.13  30.52  29.93  29.35  28.77  28.21  27.67  27.13  26.60  26.09  25.58  25.08  24.60  24.12  23.65  23.18  22.72  22.26  21.81  21.35  20.89  20.43  19.95  19.47  18.97  18.44  17.87  17.26  16.58  15.81  14.89  13.74  12.17   9.61   0.00
  0.00  28.03  35.42  39.91  43.11  45.58  47.56  49.21  50.59  51.77  52.79  53.65  54.40  55.03  55.56  56.00  56.36  56.64  56.85  56.99  57.07  57.09  57.05  56.95  56.80  56.61  56.37  56.08  55.75  55.38  54.98  54.54  54.06  53.56  53.02  52.46  51.88  51.27  50.64  49.99  49.32  48.64  47.94  47.24  46.52  45.80  45.06  44.33  43.58  42.84  42.10  41.35  40.61  39.87  39.14  38.41  37.68  36.97  36.26  35.56  34.87  34.19  33.51  32.86  32.21  31.57  30.95  30.33  29.73  29.14  28.57  28.00  27.45  26.91  26.38  25.86  25.35  24.85  24.36  23.88  23.40  22.93  22.46  21.99  21.53  21.06  20.58  20.10  19.61  19.10  18.56  17.99  17.37  16.69  15.90  14.98  13.82  12.23   9.66   0.00
  0.00  28.66  36.21  40.81  44.08  46.60  48.63  50.31  51.73  52.94  53.97  54.86  55.62  56.26  56.81  57.26  57.62  57.91  58.12  58.26  58.34  58.35  58.31  58.21  58.05  57.85  57.60  57.30  56.96  56.58  56.16  55.70  55.21  54.69  54.14  53.56  52.95  52.32  51.67  51.00  50.31  49.61  48.89  48.16  47.42  46.67  45.92  45.16  44.39  43.63  42.86  42.09  41.33  40.56  39.81  39.05  38.31  37.57  36.84  36.12  35.40  34.70  34.01  33.33  32.67  32.01  31.37  30.74  30.12  29.51  28.92  28.34  27.77  27.22  26.67  26.14  25.62  25.10  24.60  24.10  23.61  23.13  22.65  22.18  21.70  21.22  20.74  20.25  19.75  19.23  18.68  18.10  17.48  16.78  15.99  15.06  13.89  12.29   9.71   0.00
